iid,pid,gender,age,age_o,samerace,importance_same_race,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,like,met,att_m,sin_m,int_m,fun_m,amb_m,sha_m,decision_o,like_o
163,157,0,26,28,0,1,14,16,16,18,18,16,5,7,6,5,5,4,12,20,20,20,16,12,7,8,8,9,7,7,6,6,6,7,4,5,0,6.9,7.7,7.6,7.1,7.1,6.8,0,3
165,157,0,30,28,0,4,14,16,16,18,18,16,6,7,7,4,5,4,17,12,21,19,12,19,8,6,7,9,2,9,7,8,6,8,5,7,0,7.1,6.9,6.7,5.3,5.7,5.1,0,4
167,157,0,23,28,0,1,14,16,16,18,18,16,4,5,5,6,3,4,19,14,19,16,16,16,6,7,7,7,5,6,7,6,6,5,4,6,0,6.2,6.9,7.5,6.8,6.7,5.8,0,3
168,157,0,23,28,1,1,14,16,16,18,18,16,2,8,8,7,6,7,11,18,18,18,18,18,5,5,5,5,5,6,8,8,8,8,8,9,0,4.5,7.4,7.5,6.3,6.2,5.4,0,2
169,157,0,28,28,0,2,14,16,16,18,18,16,8,7,7,8,7,8,18,20,18,16,16,13,7,9,7,8,7,10,8,8,9,9,8,9,0,8.3,8.3,8.7,8.1,7.9,7.6,1,7
170,157,0,28,28,1,2,14,16,16,18,18,16,3,6,7,4,5,3,16,21,19,19,14,12,7,8,6,9,8,6,6,6,5,7,6,5,0,4.3,7.5,8.5,4.9,7.6,5.3,0,3
171,157,0,29,28,0,1,14,16,16,18,18,16,5,7,7,6,7,5,20,11,20,20,20,11,10,10,10,10,10,9,8,9,9,10,5,9,0,5.6,8.1,8.5,5.7,7.5,4.9,0,6
172,157,0,27,28,0,5,14,16,16,18,18,16,7,7,7,8,7,7,18,18,22,20,16,7,5,6,9,8,9,8,5,7,8,9,6,8,1,6.9,8.1,8.1,7.6,8.1,7.2,0,6
173,157,0,22,28,0,5,14,16,16,18,18,16,5,6,5,6,5,6,18,18,20,20,16,6,7,9,9,9,9,7,8,8,8,8,7,7,0,6.3,7.7,8.4,7.4,7.5,6.8,0,3
142,158,1,24,23,1,1,19,19,19,19,10,14,10,8,8,7,7,5,14,14,21,21,19,10,9,9,9,10,7,4,5,6,4,6,4,4,0,7.7,7.3,7.6,6.9,6.3,5.8,1,9
144,158,1,23,23,1,5,19,19,19,19,10,14,9,9,9,7,7,8,16,16,16,18,18,16,7,8,8,9,9,4,6,7,4,7,4,4,0,6.9,7.6,8.1,7.3,6.6,6.3,1,9
145,158,1,24,23,1,9,19,19,19,19,10,14,9,8,9,7,7,8,11,18,23,18,11,18,5,5,7,9,7,7,10,10,7,9,8,8,0,5.6,7.4,7.9,5.9,6.6,5.3,1,9
147,158,1,26,23,0,3,19,19,19,19,10,14,9,7,7,9,8,6,18,18,20,18,16,10,8,7,8,9,7,5,5,8,5,5,5,5,0,6.3,7.2,7,7.9,6.3,5.5,1,8
148,158,1,27,23,0,7,19,19,19,19,10,14,9,8,8,7,7,7,15,17,17,19,19,13,8,9,9,9,8,4,8,8,2,6,1,1,0,6.8,6.8,7.2,6.5,6.9,5.3,1,8
151,158,1,28,23,1,1,19,19,19,19,10,14,10,8,8,9,7,6,15,16,18,18,16,16,9,10,10,10,8,4,5,5,1,3,1,2,0,8.8,7.9,7.3,7.5,6.7,5.7,1,9
152,158,1,27,23,0,2,19,19,19,19,10,14,9,9,8,7,7,6,14,20,20,14,18,14,7,9,8,10,8,6,7,7,6,8,6,6,0,7.6,8.3,8.1,6.1,7.1,4.7,1,8
154,158,1,27,23,1,8,19,19,19,19,10,14,9,9,7,8,7,6,15,17,17,17,17,15,8,9,9,9,9,5,8,10,5,8,7,5,0,7.8,7.9,7.6,7.2,7.6,6,1,8
155,158,1,27,23,1,5,19,19,19,19,10,14,10,9,9,8,7,7,15,19,19,17,17,13,7,10,6,8,9,2,6,7,2,7,2,2,0,7.4,7.2,6.8,6.6,6.5,5.7,1,9
156,158,1,30,23,0,1,19,19,19,19,10,14,9,8,8,8,7,6,14,18,16,18,18,16,8,10,10,9,10,4,7,10,3,10,3,3,0,7.1,8,8.1,7.3,8.1,6.3,1,8
157,158,1,28,23,0,5,19,19,19,19,10,14,9,8,8,7,6,5,14,16,16,18,18,16,7,8,9,8,9,2,3,3,2,3,1,1,0,7.7,7.1,7.4,7.4,7.7,5.8,1,7
144,159,1,23,28,1,5,16,20,20,20,11,11,8,8,8,8,7,9,16,16,16,18,18,16,7,8,8,9,9,4,7,8,5,7,4,4,0,6.9,7.6,8.1,7.3,6.6,6.3,1,9
145,159,1,24,28,1,9,16,20,20,20,11,11,8,8,8,7,7,9,11,18,23,18,11,18,5,5,7,9,7,7,10,10,10,10,8,8,0,5.6,7.4,7.9,5.9,6.6,5.3,1,8
147,159,1,26,28,0,3,16,20,20,20,11,11,6,6,6,6,6,3,18,18,20,18,16,10,8,7,8,9,7,5,6,8,5,5,4,5,0,6.3,7.2,7,7.9,6.3,5.5,0,5
149,159,1,28,28,1,3,16,20,20,20,11,11,8,9,7,7,7,6,9,19,19,19,19,15,8,8,8,8,8,4,7,8,4,6,7,4,0,7.3,6.8,7.3,6.2,6.7,6.3,1,7
154,159,1,27,28,1,8,16,20,20,20,11,11,7,8,7,7,8,6,15,17,17,17,17,15,8,9,9,9,9,6,8,9,8,9,5,7,0,7.8,7.9,7.6,7.2,7.6,6,1,7
143,160,1,33,29,0,6,16,18,18,18,14,16,4,9,7,5,8,3,8,21,21,15,17,19,7,10,7,8,7,5,5,7,8,7,4,5,0,5.2,8.5,7.8,5.8,7.7,5.5,0,4
144,160,1,23,29,0,5,16,18,18,18,14,16,6,8,9,9,9,7,16,16,16,18,18,16,7,8,8,9,9,7,8,8,8,8,7,7,0,6.9,7.6,8.1,7.3,6.6,6.3,0,7
145,160,1,24,29,0,9,16,18,18,18,14,16,4,8,9,4,10,3,11,18,23,18,11,18,5,5,7,9,7,8,10,7,10,7,5,7,0,5.6,7.4,7.9,5.9,6.6,5.3,0,5
147,160,1,26,29,0,3,16,18,18,18,14,16,8,10,9,8,8,7,18,18,20,18,16,10,8,7,8,9,7,8,6,7,8,9,7,8,1,6.3,7.2,7,7.9,6.3,5.5,1,6
148,160,1,27,29,0,7,16,18,18,18,14,16,7,8,8,8,8,7,15,17,17,19,19,13,8,9,9,9,8,7,5,7,8,8,6,5,1,6.8,6.8,7.2,6.5,6.9,5.3,1,7
150,160,1,31,29,0,3,16,18,18,18,14,16,7,10,9,8,8,3,12,20,20,20,14,14,7,9,8,9,8,9,7,7,7,7,2,7,0,6.8,7.8,8.2,7,6.7,5,1,7
152,160,1,27,29,0,2,16,18,18,18,14,16,7,9,10,6,9,3,14,20,20,14,18,14,7,9,8,10,8,6,8,7,7,7,4,6,0,7.6,8.3,8.1,6.1,7.1,4.7,0,5
154,160,1,27,29,0,8,16,18,18,18,14,16,8,8,8,7,8,7,15,17,17,17,17,15,8,9,9,9,9,9,9,9,9,9,9,8,1,7.8,7.9,7.6,7.2,7.6,6,1,7
156,160,1,30,29,1,1,16,18,18,18,14,16,8,10,8,9,9,10,14,18,16,18,18,16,8,10,10,9,10,7,10,10,9,10,10,8,1,7.1,8,8.1,7.3,8.1,6.3,1,8
157,160,1,28,29,0,5,16,18,18,18,14,16,10,8,8,9,9,8,14,16,16,18,18,16,7,8,9,8,9,7,6,7,10,9,8,7,1,7.7,7.1,7.4,7.4,7.7,5.8,1,8
142,161,1,24,22,1,1,17,19,19,19,19,8,8,7,8,7,6,4,14,14,21,21,19,10,9,9,9,10,7,10,10,9,8,8,7,9,0,7.7,7.3,7.6,6.9,6.3,5.8,0,7
143,161,1,33,22,1,6,17,19,19,19,19,8,5,10,8,5,10,6,8,21,21,15,17,19,7,10,7,8,7,5,6,8,9,8,6,8,0,5.2,8.5,7.8,5.8,7.7,5.5,0,4
144,161,1,23,22,1,5,17,19,19,19,19,8,6,8,10,9,3,1,16,16,16,18,18,16,7,8,8,9,9,8,8,8,10,7,9,9,1,6.9,7.6,8.1,7.3,6.6,6.3,0,5
145,161,1,24,22,1,9,17,19,19,19,19,8,6,8,10,7,5,3,11,18,23,18,11,18,5,5,7,9,7,10,9,9,9,8,7,9,1,5.6,7.4,7.9,5.9,6.6,5.3,0,4
147,161,1,26,22,0,3,17,19,19,19,19,8,7,8,9,10,6,6,18,18,20,18,16,10,8,7,8,9,7,7,6,7,6,6,5,6,0,6.3,7.2,7,7.9,6.3,5.5,0,4
148,161,1,27,22,0,7,17,19,19,19,19,8,6,6,8,5,7,5,15,17,17,19,19,13,8,9,9,9,8,5,8,8,5,5,1,4,0,6.8,6.8,7.2,6.5,6.9,5.3,0,5
149,161,1,28,22,1,3,17,19,19,19,19,8,7,6,7,5,8,7,9,19,19,19,19,15,8,8,8,8,8,8,6,8,8,6,8,7,0,7.3,6.8,7.3,6.2,6.7,6.3,0,7
150,161,1,31,22,1,3,17,19,19,19,19,8,8,8,10,8,6,5,12,20,20,20,14,14,7,9,8,9,8,8,5,8,8,8,7,7,0,6.8,7.8,8.2,7,6.7,5,0,6
151,161,1,28,22,1,1,17,19,19,19,19,8,10,8,8,9,8,5,15,16,18,18,16,16,9,10,10,10,8,9,7,8,8,7,7,9,0,8.8,7.9,7.3,7.5,6.7,5.7,1,8
152,161,1,27,22,0,2,17,19,19,19,19,8,7,10,9,6,5,2,14,20,20,14,18,14,7,9,8,10,8,8,8,8,8,9,9,8,0,7.6,8.3,8.1,6.1,7.1,4.7,0,6
154,161,1,27,22,1,8,17,19,19,19,19,8,9,9,8,9,7,6,15,17,17,17,17,15,8,9,9,9,9,10,8,9,9,8,6,8,0,7.8,7.9,7.6,7.2,7.6,6,1,8
155,161,1,27,22,1,5,17,19,19,19,19,8,7,8,8,10,7,6,15,19,19,17,17,13,7,10,6,8,9,8,7,7,8,7,5,7,0,7.4,7.2,6.8,6.6,6.5,5.7,1,7
156,161,1,30,22,0,1,17,19,19,19,19,8,7,9,10,8,8,4,14,18,16,18,18,16,8,10,10,9,10,8,9,10,7,9,5,8,0,7.1,8,8.1,7.3,8.1,6.3,0,5
157,161,1,28,22,0,5,17,19,19,19,19,8,8,8,8,9,7,6,14,16,16,18,18,16,7,8,9,8,9,7,7,6,7,6,7,6,0,7.7,7.1,7.4,7.4,7.7,5.8,0,6
142,162,1,24,27,0,1,15,15,20,17,13,20,6,7,7,6,6,5,14,14,21,21,19,10,9,9,9,10,7,8,10,9,8,8,5,8,1,7.7,7.3,7.6,6.9,6.3,5.8,0,5
144,162,1,23,27,0,5,15,15,20,17,13,20,8,7,7,7,7,5,16,16,16,18,18,16,7,8,8,9,9,7,7,8,8,7,7,9,1,6.9,7.6,8.1,7.3,6.6,6.3,1,8
145,162,1,24,27,0,9,15,15,20,17,13,20,5,6,7,7,6,5,11,18,23,18,11,18,5,5,7,9,7,9,9,9,8,9,8,8,1,5.6,7.4,7.9,5.9,6.6,5.3,0,6
147,162,1,26,27,1,3,15,15,20,17,13,20,5,7,7,8,7,5,18,18,20,18,16,10,8,7,8,9,7,5,6,6,6,5,4,5,0,6.3,7.2,7,7.9,6.3,5.5,1,5
148,162,1,27,27,1,7,15,15,20,17,13,20,6,6,7,7,6,7,15,17,17,19,19,13,8,9,9,9,8,6,8,8,4,9,7,8,0,6.8,6.8,7.2,6.5,6.9,5.3,1,6
150,162,1,31,27,0,3,15,15,20,17,13,20,6,9,8,5,6,3,12,20,20,20,14,14,7,9,8,9,8,6,6,7,6,6,5,7,0,6.8,7.8,8.2,7,6.7,5,0,5
151,162,1,28,27,0,1,15,15,20,17,13,20,8,7,7,7,6,9,15,16,18,18,16,16,9,10,10,10,8,9,8,7,7,6,9,8,0,8.8,7.9,7.3,7.5,6.7,5.7,1,9
153,162,1,28,27,1,1,15,15,20,17,13,20,5,7,6,3,7,3,10,20,20,15,20,17,7,7,6,7,6,5,5,7,6,7,6,5,0,6.5,8.5,7,5.5,7.5,4.5,0,4
154,162,1,27,27,0,8,15,15,20,17,13,20,7,6,7,6,7,3,15,17,17,17,17,15,8,9,9,9,9,5,8,8,7,7,2,5,0,7.8,7.9,7.6,7.2,7.6,6,0,4
155,162,1,27,27,0,5,15,15,20,17,13,20,6,5,3,4,7,3,15,19,19,17,17,13,7,10,6,8,9,2,4,6,4,6,3,3,0,7.4,7.2,6.8,6.6,6.5,5.7,0,4
156,162,1,30,27,0,1,15,15,20,17,13,20,5,7,7,5,9,6,14,18,16,18,18,16,8,10,10,9,10,7,6,10,3,8,10,4,0,7.1,8,8.1,7.3,8.1,6.3,1,6
157,162,1,28,27,1,5,15,15,20,17,13,20,5,5,6,6,7,3,14,16,16,18,18,16,7,8,9,8,9,3,5,7,2,5,2,1,0,7.7,7.1,7.4,7.4,7.7,5.8,0,5
142,163,1,24,26,1,1,12,20,20,20,16,12,7,7,7,5,6,5,14,14,21,21,19,10,9,9,9,10,7,6,8,8,8,8,7,8,1,7.7,7.3,7.6,6.9,6.3,5.8,0,6
143,163,1,33,26,1,6,12,20,20,20,16,12,5,8,7,6,6,4,8,21,21,15,17,19,7,10,7,8,7,9,8,9,8,9,8,8,1,5.2,8.5,7.8,5.8,7.7,5.5,0,5
144,163,1,23,26,1,5,12,20,20,20,16,12,8,8,8,6,6,5,16,16,16,18,18,16,7,8,8,9,9,6,7,7,8,7,7,7,0,6.9,7.6,8.1,7.3,6.6,6.3,0,6
145,163,1,24,26,1,9,12,20,20,20,16,12,6,7,6,8,5,3,11,18,23,18,11,18,5,5,7,9,7,9,9,8,7,9,7,9,0,5.6,7.4,7.9,5.9,6.6,5.3,0,5
147,163,1,26,26,0,3,12,20,20,20,16,12,7,9,7,8,7,8,18,18,20,18,16,10,8,7,8,9,7,7,8,8,7,7,8,8,0,6.3,7.2,7,7.9,6.3,5.5,0,6
148,163,1,27,26,0,7,12,20,20,20,16,12,8,8,8,7,6,5,15,17,17,19,19,13,8,9,9,9,8,7,9,9,8,8,7,8,0,6.8,6.8,7.2,6.5,6.9,5.3,0,7
149,163,1,28,26,1,3,12,20,20,20,16,12,8,8,8,7,7,6,9,19,19,19,19,15,8,8,8,8,8,5,6,6,4,4,4,5,0,7.3,6.8,7.3,6.2,6.7,6.3,1,8
151,163,1,28,26,1,1,12,20,20,20,16,12,8,9,8,7,6,5,15,16,18,18,16,16,9,10,10,10,8,7,5,7,8,7,7,8,0,8.8,7.9,7.3,7.5,6.7,5.7,1,8
153,163,1,28,26,0,1,12,20,20,20,16,12,8,10,8,8,8,6,10,20,20,15,20,17,7,7,6,7,6,8,8,8,8,6,7,8,0,6.5,8.5,7,5.5,7.5,4.5,1,8
154,163,1,27,26,1,8,12,20,20,20,16,12,8,10,8,8,7,5,15,17,17,17,17,15,8,9,9,9,9,9,9,8,9,8,6,8,0,7.8,7.9,7.6,7.2,7.6,6,1,7
155,163,1,27,26,1,5,12,20,20,20,16,12,8,6,6,6,6,7,15,19,19,17,17,13,7,10,6,8,9,6,7,6,6,5,7,6,0,7.4,7.2,6.8,6.6,6.5,5.7,0,7
156,163,1,30,26,0,1,12,20,20,20,16,12,8,9,9,8,8,8,14,18,16,18,18,16,8,10,10,9,10,6,9,10,7,10,8,7,0,7.1,8,8.1,7.3,8.1,6.3,1,8
157,163,1,28,26,0,5,12,20,20,20,16,12,7,6,6,6,7,4,14,16,16,18,18,16,7,8,9,8,9,5,7,6,5,5,4,3,0,7.7,7.1,7.4,7.4,7.7,5.8,0,5
144,164,1,23,27,1,5,21,23,21,18,3,15,7,7,9,7,6,5,16,16,16,18,18,16,7,8,8,9,9,8,8,7,7,6,7,8,0,6.9,7.6,8.1,7.3,6.6,6.3,0,7
146,164,1,36,27,1,1,21,23,21,18,3,15,9,10,10,8,8,8,18,18,18,18,14,14,8,8,8,8,8,10,9,10,10,8,8,10,1,9,10,10,8,8,8,1,10
147,164,1,26,27,0,3,21,23,21,18,3,15,9,6,6,8,6,5,18,18,20,18,16,10,8,7,8,9,7,6,8,8,6,6,5,5,0,6.3,7.2,7,7.9,6.3,5.5,0,6
156,164,1,30,27,0,1,21,23,21,18,3,15,8,8,10,7,9,5,14,18,16,18,18,16,8,10,10,9,10,7,9,10,6,10,6,6,0,7.1,8,8.1,7.3,8.1,6.3,0,7
142,165,1,24,30,1,1,17,12,21,19,12,19,8,8,9,7,8,6,14,14,21,21,19,10,9,9,9,10,7,6,8,7,6,5,7,7,0,7.7,7.3,7.6,6.9,6.3,5.8,0,6
144,165,1,23,30,1,5,17,12,21,19,12,19,7,8,10,8,7,6,16,16,16,18,18,16,7,8,8,9,9,7,6,6,5,6,5,6,0,6.9,7.6,8.1,7.3,6.6,6.3,0,7
145,165,1,24,30,1,9,17,12,21,19,12,19,6,8,9,6,8,5,11,18,23,18,11,18,5,5,7,9,7,8,8,7,7,5,4,2,0,5.6,7.4,7.9,5.9,6.6,5.3,0,6
147,165,1,26,30,0,3,17,12,21,19,12,19,7,8,8,10,8,5,18,18,20,18,16,10,8,7,8,9,7,7,7,7,5,6,5,6,0,6.3,7.2,7,7.9,6.3,5.5,1,8
148,165,1,27,30,0,7,17,12,21,19,12,19,8,8,9,6,9,5,15,17,17,19,19,13,8,9,9,9,8,6,7,6,1,5,2,1,0,6.8,6.8,7.2,6.5,6.9,5.3,1,8
151,165,1,28,30,1,1,17,12,21,19,12,19,10,9,8,10,7,3,15,16,18,18,16,16,9,10,10,10,8,8,5,5,4,6,5,4,0,8.8,7.9,7.3,7.5,6.7,5.7,0,6
152,165,1,27,30,0,2,17,12,21,19,12,19,8,9,10,5,9,5,14,20,20,14,18,14,7,9,8,10,8,8,8,7,8,8,9,9,0,7.6,8.3,8.1,6.1,7.1,4.7,1,7
154,165,1,27,30,1,8,17,12,21,19,12,19,10,8,8,8,10,3,15,17,17,17,17,15,8,9,9,9,9,7,9,7,5,5,4,5,0,7.8,7.9,7.6,7.2,7.6,6,0,5
155,165,1,27,30,1,5,17,12,21,19,12,19,9,9,8,6,5,5,15,19,19,17,17,13,7,10,6,8,9,7,6,5,6,4,5,5,0,7.4,7.2,6.8,6.6,6.5,5.7,0,6
156,165,1,30,30,0,1,17,12,21,19,12,19,7,8,7,7,8,6,14,18,16,18,18,16,8,10,10,9,10,8,5,10,7,8,6,5,0,7.1,8,8.1,7.3,8.1,6.3,0,6
157,165,1,28,30,0,5,17,12,21,19,12,19,9,7,8,6,8,5,14,16,16,18,18,16,7,8,9,8,9,6,7,7,4,5,4,4,0,7.7,7.1,7.4,7.4,7.7,5.8,1,7
142,167,1,24,23,1,1,19,14,19,16,16,16,7,6,7,6,4,4,14,14,21,21,19,10,9,9,9,10,7,8,8,8,8,8,8,8,0,7.7,7.3,7.6,6.9,6.3,5.8,1,6
144,167,1,23,23,1,5,19,14,19,16,16,16,4,6,5,4,5,6,16,16,16,18,18,16,7,8,8,9,9,6,7,8,7,7,7,6,0,6.9,7.6,8.1,7.3,6.6,6.3,0,3
145,167,1,24,23,1,9,19,14,19,16,16,16,2,6,6,4,5,5,11,18,23,18,11,18,5,5,7,9,7,10,9,9,8,7,4,8,0,5.6,7.4,7.9,5.9,6.6,5.3,0,3
147,167,1,26,23,0,3,19,14,19,16,16,16,3,6,5,8,2,4,18,18,20,18,16,10,8,7,8,9,7,6,6,6,6,6,5,6,0,6.3,7.2,7,7.9,6.3,5.5,0,5
148,167,1,27,23,0,7,19,14,19,16,16,16,6,5,6,5,4,3,15,17,17,19,19,13,8,9,9,9,8,3,8,8,5,8,2,6,0,6.8,6.8,7.2,6.5,6.9,5.3,1,5
149,167,1,28,23,1,3,19,14,19,16,16,16,6,6,6,5,4,4,9,19,19,19,19,15,8,8,8,8,8,4,6,7,7,5,8,5,0,7.3,6.8,7.3,6.2,6.7,6.3,1,7
150,167,1,31,23,1,3,19,14,19,16,16,16,7,5,6,7,5,4,12,20,20,20,14,14,7,9,8,9,8,7,7,8,8,8,8,7,0,6.8,7.8,8.2,7,6.7,5,1,6
151,167,1,28,23,1,1,19,14,19,16,16,16,8,8,5,4,3,4,15,16,18,18,16,16,9,10,10,10,8,6,3,6,5,4,7,3,0,8.8,7.9,7.3,7.5,6.7,5.7,1,7
154,167,1,27,23,1,8,19,14,19,16,16,16,5,7,7,6,6,6,15,17,17,17,17,15,8,9,9,9,9,8,8,8,8,8,8,8,0,7.8,7.9,7.6,7.2,7.6,6,1,6
155,167,1,27,23,1,5,19,14,19,16,16,16,6,6,5,4,4,3,15,19,19,17,17,13,7,10,6,8,9,5,5,6,6,6,3,4,0,7.4,7.2,6.8,6.6,6.5,5.7,1,6
156,167,1,30,23,0,1,19,14,19,16,16,16,7,6,6,5,6,4,14,18,16,18,18,16,8,10,10,9,10,6,9,10,6,9,4,6,0,7.1,8,8.1,7.3,8.1,6.3,1,6
157,167,1,28,23,0,5,19,14,19,16,16,16,6,7,6,6,5,4,14,16,16,18,18,16,7,8,9,8,9,4,5,5,6,3,4,3,0,7.7,7.1,7.4,7.4,7.7,5.8,1,6
142,168,1,24,23,0,1,11,18,18,18,18,18,8,8,7,7,7,8,14,14,21,21,19,10,9,9,9,10,7,6,9,9,10,9,10,10,0,7.7,7.3,7.6,6.9,6.3,5.8,1,8
144,168,1,23,23,0,5,11,18,18,18,18,18,8,8,8,8,8,8,16,16,16,18,18,16,7,8,8,9,9,5,5,6,6,5,5,5,1,6.9,7.6,8.1,7.3,6.6,6.3,1,7
145,168,1,24,23,0,9,11,18,18,18,18,18,7,7,7,7,7,7,11,18,23,18,11,18,5,5,7,9,7,6,9,8,8,7,10,8,0,5.6,7.4,7.9,5.9,6.6,5.3,1,7
147,168,1,26,23,1,3,11,18,18,18,18,18,4,7,8,7,5,7,18,18,20,18,16,10,8,7,8,9,7,4,8,8,4,4,3,4,0,6.3,7.2,7,7.9,6.3,5.5,0,5
148,168,1,27,23,1,7,11,18,18,18,18,18,7,8,8,6,6,5,15,17,17,19,19,13,8,9,9,9,8,2,8,8,4,2,2,5,0,6.8,6.8,7.2,6.5,6.9,5.3,1,7
151,168,1,28,23,0,1,11,18,18,18,18,18,9,8,7,7,8,7,15,16,18,18,16,16,9,10,10,10,8,6,3,7,4,5,4,4,0,8.8,7.9,7.3,7.5,6.7,5.7,1,8
152,168,1,27,23,1,2,11,18,18,18,18,18,7,7,7,7,7,6,14,20,20,14,18,14,7,9,8,10,8,4,7,7,6,7,5,6,0,7.6,8.3,8.1,6.1,7.1,4.7,1,7
154,168,1,27,23,0,8,11,18,18,18,18,18,8,8,8,8,8,8,15,17,17,17,17,15,8,9,9,9,9,5,9,7,5,7,5,5,0,7.8,7.9,7.6,7.2,7.6,6,1,9
155,168,1,27,23,0,5,11,18,18,18,18,18,7,7,7,7,7,7,15,19,19,17,17,13,7,10,6,8,9,3,6,4,6,6,3,4,0,7.4,7.2,6.8,6.6,6.5,5.7,1,7
156,168,1,30,23,0,1,11,18,18,18,18,18,7,8,8,7,7,6,14,18,16,18,18,16,8,10,10,9,10,6,9,10,9,10,5,7,0,7.1,8,8.1,7.3,8.1,6.3,0,6
157,168,1,28,23,1,5,11,18,18,18,18,18,6,8,8,8,8,8,14,16,16,18,18,16,7,8,9,8,9,2,8,8,7,6,7,2,0,7.7,7.1,7.4,7.4,7.7,5.8,1,9
142,169,1,24,28,1,1,18,20,18,16,16,13,8,8,9,8,7,8,14,14,21,21,19,10,9,9,9,10,7,10,10,10,10,10,10,10,0,7.7,7.3,7.6,6.9,6.3,5.8,1,8
143,169,1,33,28,1,6,18,20,18,16,16,13,7,9,9,8,8,8,8,21,21,15,17,19,7,10,7,8,7,8,9,9,8,8,8,8,0,5.2,8.5,7.8,5.8,7.7,5.5,0,7
144,169,1,23,28,1,5,18,20,18,16,16,13,8,7,8,9,7,9,16,16,16,18,18,16,7,8,8,9,9,7,7,8,8,6,7,7,1,6.9,7.6,8.1,7.3,6.6,6.3,0,8
145,169,1,24,28,1,9,18,20,18,16,16,13,7,9,9,8,9,8,11,18,23,18,11,18,5,5,7,9,7,9,7,9,7,7,5,7,1,5.6,7.4,7.9,5.9,6.6,5.3,0,8
149,169,1,28,28,1,3,18,20,18,16,16,13,9,8,9,8,8,8,9,19,19,19,19,15,8,8,8,8,8,8,7,8,7,7,8,7,0,7.3,6.8,7.3,6.2,6.7,6.3,0,9
150,169,1,31,28,1,3,18,20,18,16,16,13,7,8,9,7,9,8,12,20,20,20,14,14,7,9,8,9,8,9,9,9,9,9,7,9,0,6.8,7.8,8.2,7,6.7,5,0,8
152,169,1,27,28,0,2,18,20,18,16,16,13,10,9,8,7,8,6,14,20,20,14,18,14,7,9,8,10,8,8,9,9,8,8,6,8,0,7.6,8.3,8.1,6.1,7.1,4.7,0,8
154,169,1,27,28,1,8,18,20,18,16,16,13,10,9,9,9,9,10,15,17,17,17,17,15,8,9,9,9,9,9,9,9,9,8,9,8,0,7.8,7.9,7.6,7.2,7.6,6,1,10
155,169,1,27,28,1,5,18,20,18,16,16,13,9,8,8,8,8,8,15,19,19,17,17,13,7,10,6,8,9,8,8,8,7,8,6,8,0,7.4,7.2,6.8,6.6,6.5,5.7,0,8
156,169,1,30,28,0,1,18,20,18,16,16,13,8,8,10,8,10,8,14,18,16,18,18,16,8,10,10,9,10,7,9,10,8,9,10,9,0,7.1,8,8.1,7.3,8.1,6.3,0,8
157,169,1,28,28,0,5,18,20,18,16,16,13,10,8,8,9,9,8,14,16,16,18,18,16,7,8,9,8,9,8,7,7,8,7,8,7,0,7.7,7.1,7.4,7.4,7.7,5.8,1,9
142,170,1,24,28,0,1,16,21,19,19,14,12,7,7,7,7,5,7,14,14,21,21,19,10,9,9,9,10,7,4,7,7,9,8,7,9,0,7.7,7.3,7.6,6.9,6.3,5.8,1,7
143,170,1,33,28,0,6,16,21,19,19,14,12,5,7,7,5,7,3,8,21,21,15,17,19,7,10,7,8,7,5,5,9,6,7,8,4,0,5.2,8.5,7.8,5.8,7.7,5.5,0,4
145,170,1,24,28,0,9,16,21,19,19,14,12,6,7,6,6,6,8,11,18,23,18,11,18,5,5,7,9,7,8,10,9,7,7,10,9,0,5.6,7.4,7.9,5.9,6.6,5.3,1,6
147,170,1,26,28,1,3,16,21,19,19,14,12,7,7,7,6,6,7,18,18,20,18,16,10,8,7,8,9,7,4,7,8,4,6,4,5,0,6.3,7.2,7,7.9,6.3,5.5,1,6
148,170,1,27,28,1,7,16,21,19,19,14,12,6,6,7,5,8,5,15,17,17,19,19,13,8,9,9,9,8,3,8,8,4,8,1,4,0,6.8,6.8,7.2,6.5,6.9,5.3,1,6
150,170,1,31,28,0,3,16,21,19,19,14,12,6,7,7,7,6,7,12,20,20,20,14,14,7,9,8,9,8,5,6,9,6,9,3,8,0,6.8,7.8,8.2,7,6.7,5,1,6
151,170,1,28,28,0,1,16,21,19,19,14,12,8,7,7,8,7,5,15,16,18,18,16,16,9,10,10,10,8,3,8,8,3,7,2,4,0,8.8,7.9,7.3,7.5,6.7,5.7,1,7
154,170,1,27,28,0,8,16,21,19,19,14,12,6,6,7,5,7,7,15,17,17,17,17,15,8,9,9,9,9,6,10,10,5,9,6,6,0,7.8,7.9,7.6,7.2,7.6,6,1,6
155,170,1,27,28,0,5,16,21,19,19,14,12,6,7,7,6,6,6,15,19,19,17,17,13,7,10,6,8,9,2,8,8,3,8,6,8,0,7.4,7.2,6.8,6.6,6.5,5.7,1,6
156,170,1,30,28,0,1,16,21,19,19,14,12,6,8,8,7,8,8,14,18,16,18,18,16,8,10,10,9,10,4,8,10,3,10,8,3,0,7.1,8,8.1,7.3,8.1,6.3,1,6
