"iid","pid","gender","age","age_o","samerace","importance_same_race","pref_o_attractive","pref_o_sincere","pref_o_intelligence","pref_o_funny","pref_o_ambitious","pref_o_shared_interests","attractive_o","sinsere_o","intelligence_o","funny_o","ambitous_o","shared_interests_o","attractive_important","sincere_important","intellicence_important","funny_important","ambtition_important","shared_interests_important","attractive","sincere","intelligence","funny","ambition","attractive_partner","sincere_partner","intelligence_partner","funny_partner","ambition_partner","shared_interests_partner","like","met","decision_o","att_m","sin_m","int_m","fun_m","amb_m","sha_m","dec_m"
147,173,1,26,22,0,3,18,18,20,20,16,6,5,7,5,6,6,4,18,18,20,18,16,10,8,7,8,9,7,6,8,8,8,4,5,6,0,0,6.3,7.2,7,7.9,6.3,5.5,0.4
148,158,1,27,23,0,7,19,19,19,19,10,14,9,8,8,7,7,7,15,17,17,19,19,13,8,9,9,9,8,4,8,8,2,6,1,1,0,1,6.8,6.8,7.2,6.5,6.9,5.3,0.8
148,160,1,27,29,0,7,16,18,18,18,14,16,7,8,8,8,8,7,15,17,17,19,19,13,8,9,9,9,8,7,5,7,8,8,6,5,1,1,6.8,6.8,7.2,6.5,6.9,5.3,0.8
148,161,1,27,22,0,7,17,19,19,19,19,8,6,6,8,5,7,5,15,17,17,19,19,13,8,9,9,9,8,5,8,8,5,5,1,4,0,0,6.8,6.8,7.2,6.5,6.9,5.3,0.8
148,162,1,27,27,1,7,15,15,20,17,13,20,6,6,7,7,6,7,15,17,17,19,19,13,8,9,9,9,8,6,8,8,4,9,7,8,0,1,6.8,6.8,7.2,6.5,6.9,5.3,0.8
148,163,1,27,26,0,7,12,20,20,20,16,12,8,8,8,7,6,5,15,17,17,19,19,13,8,9,9,9,8,7,9,9,8,8,7,8,0,0,6.8,6.8,7.2,6.5,6.9,5.3,0.8
148,165,1,27,30,0,7,17,12,21,19,12,19,8,8,9,6,9,5,15,17,17,19,19,13,8,9,9,9,8,6,7,6,1,5,2,1,0,1,6.8,6.8,7.2,6.5,6.9,5.3,0.8
148,167,1,27,23,0,7,19,14,19,16,16,16,6,5,6,5,4,3,15,17,17,19,19,13,8,9,9,9,8,3,8,8,5,8,2,6,0,1,6.8,6.8,7.2,6.5,6.9,5.3,0.8
148,168,1,27,23,1,7,11,18,18,18,18,18,7,8,8,6,6,5,15,17,17,19,19,13,8,9,9,9,8,2,8,8,4,2,2,5,0,1,6.8,6.8,7.2,6.5,6.9,5.3,0.8
148,170,1,27,28,1,7,16,21,19,19,14,12,6,6,7,5,8,5,15,17,17,19,19,13,8,9,9,9,8,3,8,8,4,8,1,4,0,1,6.8,6.8,7.2,6.5,6.9,5.3,0.8
148,171,1,27,29,0,7,20,11,20,20,20,11,7,7,7,6,8,6,15,17,17,19,19,13,8,9,9,9,8,4,8,8,7,8,5,9,0,1,6.8,6.8,7.2,6.5,6.9,5.3,0.8
148,172,1,27,27,0,7,18,18,22,20,16,7,7,4,6,9,8,4,15,17,17,19,19,13,8,9,9,9,8,7,8,8,10,10,7,9,1,1,6.8,6.8,7.2,6.5,6.9,5.3,0.8
148,173,1,27,22,0,7,18,18,20,20,16,6,5,8,5,7,6,5,15,17,17,19,19,13,8,9,9,9,8,7,9,9,5,8,2,7,0,0,6.8,6.8,7.2,6.5,6.9,5.3,0.8
149,159,1,28,28,1,3,16,20,20,20,11,11,8,9,7,7,7,6,9,19,19,19,19,15,8,8,8,8,8,4,7,8,4,6,7,4,0,1,7.3,6.8,7.3,6.2,6.7,6.3,0.7
149,161,1,28,22,1,3,17,19,19,19,19,8,7,6,7,5,8,7,9,19,19,19,19,15,8,8,8,8,8,8,6,8,8,6,8,7,0,0,7.3,6.8,7.3,6.2,6.7,6.3,0.7
149,163,1,28,26,1,3,12,20,20,20,16,12,8,8,8,7,7,6,9,19,19,19,19,15,8,8,8,8,8,5,6,6,4,4,4,5,0,1,7.3,6.8,7.3,6.2,6.7,6.3,0.7
149,167,1,28,23,1,3,19,14,19,16,16,16,6,6,6,5,4,4,9,19,19,19,19,15,8,8,8,8,8,4,6,7,7,5,8,5,0,1,7.3,6.8,7.3,6.2,6.7,6.3,0.7
149,169,1,28,28,1,3,18,20,18,16,16,13,9,8,9,8,8,8,9,19,19,19,19,15,8,8,8,8,8,8,7,8,7,7,8,7,0,0,7.3,6.8,7.3,6.2,6.7,6.3,0.7
149,172,1,28,27,1,3,18,18,22,20,16,7,6,4,7,5,6,7,9,19,19,19,19,15,8,8,8,8,8,7,7,7,6,6,6,7,0,1,7.3,6.8,7.3,6.2,6.7,6.3,0.7
150,160,1,31,29,0,3,16,18,18,18,14,16,7,10,9,8,8,3,12,20,20,20,14,14,7,9,8,9,8,9,7,7,7,7,2,7,0,1,6.8,7.8,8.2,7,6.7,5,0.5
150,161,1,31,22,1,3,17,19,19,19,19,8,8,8,10,8,6,5,12,20,20,20,14,14,7,9,8,9,8,8,5,8,8,8,7,7,0,0,6.8,7.8,8.2,7,6.7,5,0.5
150,162,1,31,27,0,3,15,15,20,17,13,20,6,9,8,5,6,3,12,20,20,20,14,14,7,9,8,9,8,6,6,7,6,6,5,7,0,0,6.8,7.8,8.2,7,6.7,5,0.5
150,167,1,31,23,1,3,19,14,19,16,16,16,7,5,6,7,5,4,12,20,20,20,14,14,7,9,8,9,8,7,7,8,8,8,8,7,0,1,6.8,7.8,8.2,7,6.7,5,0.5
150,169,1,31,28,1,3,18,20,18,16,16,13,7,8,9,7,9,8,12,20,20,20,14,14,7,9,8,9,8,9,9,9,9,9,7,9,0,0,6.8,7.8,8.2,7,6.7,5,0.5
150,170,1,31,28,0,3,16,21,19,19,14,12,6,7,7,7,6,7,12,20,20,20,14,14,7,9,8,9,8,5,6,9,6,9,3,8,0,1,6.8,7.8,8.2,7,6.7,5,0.5
151,158,1,28,23,1,1,19,19,19,19,10,14,10,8,8,9,7,6,15,16,18,18,16,16,9,10,10,10,8,4,5,5,1,3,1,2,0,1,8.8,7.9,7.3,7.5,6.7,5.7,0.9
151,161,1,28,22,1,1,17,19,19,19,19,8,10,8,8,9,8,5,15,16,18,18,16,16,9,10,10,10,8,9,7,8,8,7,7,9,0,1,8.8,7.9,7.3,7.5,6.7,5.7,0.9
151,162,1,28,27,0,1,15,15,20,17,13,20,8,7,7,7,6,9,15,16,18,18,16,16,9,10,10,10,8,9,8,7,7,6,9,8,0,1,8.8,7.9,7.3,7.5,6.7,5.7,0.9
151,163,1,28,26,1,1,12,20,20,20,16,12,8,9,8,7,6,5,15,16,18,18,16,16,9,10,10,10,8,7,5,7,8,7,7,8,0,1,8.8,7.9,7.3,7.5,6.7,5.7,0.9
151,165,1,28,30,1,1,17,12,21,19,12,19,10,9,8,10,7,3,15,16,18,18,16,16,9,10,10,10,8,8,5,5,4,6,5,4,0,0,8.8,7.9,7.3,7.5,6.7,5.7,0.9
151,167,1,28,23,1,1,19,14,19,16,16,16,8,8,5,4,3,4,15,16,18,18,16,16,9,10,10,10,8,6,3,6,5,4,7,3,0,1,8.8,7.9,7.3,7.5,6.7,5.7,0.9
151,168,1,28,23,0,1,11,18,18,18,18,18,9,8,7,7,8,7,15,16,18,18,16,16,9,10,10,10,8,6,3,7,4,5,4,4,0,1,8.8,7.9,7.3,7.5,6.7,5.7,0.9
151,170,1,28,28,0,1,16,21,19,19,14,12,8,7,7,8,7,5,15,16,18,18,16,16,9,10,10,10,8,3,8,8,3,7,2,4,0,1,8.8,7.9,7.3,7.5,6.7,5.7,0.9
151,172,1,28,27,1,1,18,18,22,20,16,7,8,7,8,6,8,6,15,16,18,18,16,16,9,10,10,10,8,7,8,7,6,7,8,7,0,1,8.8,7.9,7.3,7.5,6.7,5.7,0.9
151,173,1,28,22,1,1,18,18,20,20,16,6,9,8,7,8,7,7,15,16,18,18,16,16,9,10,10,10,8,8,7,8,9,6,10,9,0,1,8.8,7.9,7.3,7.5,6.7,5.7,0.9
152,158,1,27,23,0,2,19,19,19,19,10,14,9,9,8,7,7,6,14,20,20,14,18,14,7,9,8,10,8,6,7,7,6,8,6,6,0,1,7.6,8.3,8.1,6.1,7.1,4.7,0.4
152,160,1,27,29,0,2,16,18,18,18,14,16,7,9,10,6,9,3,14,20,20,14,18,14,7,9,8,10,8,6,8,7,7,7,4,6,0,0,7.6,8.3,8.1,6.1,7.1,4.7,0.4
152,161,1,27,22,0,2,17,19,19,19,19,8,7,10,9,6,5,2,14,20,20,14,18,14,7,9,8,10,8,8,8,8,8,9,9,8,0,0,7.6,8.3,8.1,6.1,7.1,4.7,0.4
152,165,1,27,30,0,2,17,12,21,19,12,19,8,9,10,5,9,5,14,20,20,14,18,14,7,9,8,10,8,8,8,7,8,8,9,9,0,1,7.6,8.3,8.1,6.1,7.1,4.7,0.4
152,168,1,27,23,1,2,11,18,18,18,18,18,7,7,7,7,7,6,14,20,20,14,18,14,7,9,8,10,8,4,7,7,6,7,5,6,0,1,7.6,8.3,8.1,6.1,7.1,4.7,0.4
152,169,1,27,28,0,2,18,20,18,16,16,13,10,9,8,7,8,6,14,20,20,14,18,14,7,9,8,10,8,8,9,9,8,8,6,8,0,0,7.6,8.3,8.1,6.1,7.1,4.7,0.4
152,173,1,27,22,0,2,18,18,20,20,16,6,5,5,5,5,5,5,14,20,20,14,18,14,7,9,8,10,8,5,8,8,6,7,7,7,0,0,7.6,8.3,8.1,6.1,7.1,4.7,0.4
153,162,1,28,27,1,1,15,15,20,17,13,20,5,7,6,3,7,3,10,20,20,15,20,17,7,7,6,7,6,5,5,7,6,7,6,5,0,0,6.5,8.5,7,5.5,7.5,4.5,0.5
153,163,1,28,26,0,1,12,20,20,20,16,12,8,10,8,8,8,6,10,20,20,15,20,17,7,7,6,7,6,8,8,8,8,6,7,8,0,1,6.5,8.5,7,5.5,7.5,4.5,0.5
154,158,1,27,23,1,8,19,19,19,19,10,14,9,9,7,8,7,6,15,17,17,17,17,15,8,9,9,9,9,5,8,10,5,8,7,5,0,1,7.8,7.9,7.6,7.2,7.6,6,0.9
154,159,1,27,28,1,8,16,20,20,20,11,11,7,8,7,7,8,6,15,17,17,17,17,15,8,9,9,9,9,6,8,9,8,9,5,7,0,1,7.8,7.9,7.6,7.2,7.6,6,0.9
154,160,1,27,29,0,8,16,18,18,18,14,16,8,8,8,7,8,7,15,17,17,17,17,15,8,9,9,9,9,9,9,9,9,9,9,8,1,1,7.8,7.9,7.6,7.2,7.6,6,0.9
154,161,1,27,22,1,8,17,19,19,19,19,8,9,9,8,9,7,6,15,17,17,17,17,15,8,9,9,9,9,10,8,9,9,8,6,8,0,1,7.8,7.9,7.6,7.2,7.6,6,0.9
154,162,1,27,27,0,8,15,15,20,17,13,20,7,6,7,6,7,3,15,17,17,17,17,15,8,9,9,9,9,5,8,8,7,7,2,5,0,0,7.8,7.9,7.6,7.2,7.6,6,0.9
154,163,1,27,26,1,8,12,20,20,20,16,12,8,10,8,8,7,5,15,17,17,17,17,15,8,9,9,9,9,9,9,8,9,8,6,8,0,1,7.8,7.9,7.6,7.2,7.6,6,0.9
154,165,1,27,30,1,8,17,12,21,19,12,19,10,8,8,8,10,3,15,17,17,17,17,15,8,9,9,9,9,7,9,7,5,5,4,5,0,0,7.8,7.9,7.6,7.2,7.6,6,0.9
154,167,1,27,23,1,8,19,14,19,16,16,16,5,7,7,6,6,6,15,17,17,17,17,15,8,9,9,9,9,8,8,8,8,8,8,8,0,1,7.8,7.9,7.6,7.2,7.6,6,0.9
154,168,1,27,23,0,8,11,18,18,18,18,18,8,8,8,8,8,8,15,17,17,17,17,15,8,9,9,9,9,5,9,7,5,7,5,5,0,1,7.8,7.9,7.6,7.2,7.6,6,0.9
154,169,1,27,28,1,8,18,20,18,16,16,13,10,9,9,9,9,10,15,17,17,17,17,15,8,9,9,9,9,9,9,9,9,8,9,8,0,1,7.8,7.9,7.6,7.2,7.6,6,0.9
154,170,1,27,28,0,8,16,21,19,19,14,12,6,6,7,5,7,7,15,17,17,17,17,15,8,9,9,9,9,6,10,10,5,9,6,6,0,1,7.8,7.9,7.6,7.2,7.6,6,0.9
154,171,1,27,29,1,8,20,11,20,20,20,11,9,7,8,8,10,5,15,17,17,17,17,15,8,9,9,9,9,8,9,9,8,8,8,8,0,1,7.8,7.9,7.6,7.2,7.6,6,0.9
154,172,1,27,27,1,8,18,18,22,20,16,7,7,8,8,5,6,6,15,17,17,17,17,15,8,9,9,9,9,9,10,10,10,10,8,8,1,1,7.8,7.9,7.6,7.2,7.6,6,0.9
154,173,1,27,22,1,8,18,18,20,20,16,6,6,7,6,7,6,6,15,17,17,17,17,15,8,9,9,9,9,9,9,10,9,9,7,8,0,1,7.8,7.9,7.6,7.2,7.6,6,0.9
155,158,1,27,23,1,5,19,19,19,19,10,14,10,9,9,8,7,7,15,19,19,17,17,13,7,10,6,8,9,2,6,7,2,7,2,2,0,1,7.4,7.2,6.8,6.6,6.5,5.7,0.6
155,161,1,27,22,1,5,17,19,19,19,19,8,7,8,8,10,7,6,15,19,19,17,17,13,7,10,6,8,9,8,7,7,8,7,5,7,0,1,7.4,7.2,6.8,6.6,6.5,5.7,0.6
155,162,1,27,27,0,5,15,15,20,17,13,20,6,5,3,4,7,3,15,19,19,17,17,13,7,10,6,8,9,2,4,6,4,6,3,3,0,0,7.4,7.2,6.8,6.6,6.5,5.7,0.6
155,163,1,27,26,1,5,12,20,20,20,16,12,8,6,6,6,6,7,15,19,19,17,17,13,7,10,6,8,9,6,7,6,6,5,7,6,0,0,7.4,7.2,6.8,6.6,6.5,5.7,0.6
155,165,1,27,30,1,5,17,12,21,19,12,19,9,9,8,6,5,5,15,19,19,17,17,13,7,10,6,8,9,7,6,5,6,4,5,5,0,0,7.4,7.2,6.8,6.6,6.5,5.7,0.6
155,167,1,27,23,1,5,19,14,19,16,16,16,6,6,5,4,4,3,15,19,19,17,17,13,7,10,6,8,9,5,5,6,6,6,3,4,0,1,7.4,7.2,6.8,6.6,6.5,5.7,0.6
155,168,1,27,23,0,5,11,18,18,18,18,18,7,7,7,7,7,7,15,19,19,17,17,13,7,10,6,8,9,3,6,4,6,6,3,4,0,1,7.4,7.2,6.8,6.6,6.5,5.7,0.6
155,169,1,27,28,1,5,18,20,18,16,16,13,9,8,8,8,8,8,15,19,19,17,17,13,7,10,6,8,9,8,8,8,7,8,6,8,0,0,7.4,7.2,6.8,6.6,6.5,5.7,0.6
155,170,1,27,28,0,5,16,21,19,19,14,12,6,7,7,6,6,6,15,19,19,17,17,13,7,10,6,8,9,2,8,8,3,8,6,8,0,1,7.4,7.2,6.8,6.6,6.5,5.7,0.6
155,171,1,27,29,1,5,20,11,20,20,20,11,10,8,8,8,9,6,15,19,19,17,17,13,7,10,6,8,9,4,7,7,4,8,5,5,0,1,7.4,7.2,6.8,6.6,6.5,5.7,0.6
155,172,1,27,27,1,5,18,18,22,20,16,7,5,6,6,4,5,5,15,19,19,17,17,13,7,10,6,8,9,5,8,8,6,7,7,6,0,0,7.4,7.2,6.8,6.6,6.5,5.7,0.6
155,173,1,27,22,1,5,18,18,20,20,16,6,6,7,7,8,7,5,15,19,19,17,17,13,7,10,6,8,9,3,8,8,4,8,6,5,0,1,7.4,7.2,6.8,6.6,6.5,5.7,0.6
156,158,1,30,23,0,1,19,19,19,19,10,14,9,8,8,8,7,6,14,18,16,18,18,16,8,10,10,9,10,4,7,10,3,10,3,3,0,1,7.1,8,8.1,7.3,8.1,6.3,0.6
156,160,1,30,29,1,1,16,18,18,18,14,16,8,10,8,9,9,10,14,18,16,18,18,16,8,10,10,9,10,7,10,10,9,10,10,8,1,1,7.1,8,8.1,7.3,8.1,6.3,0.6
156,161,1,30,22,0,1,17,19,19,19,19,8,7,9,10,8,8,4,14,18,16,18,18,16,8,10,10,9,10,8,9,10,7,9,5,8,0,0,7.1,8,8.1,7.3,8.1,6.3,0.6
156,162,1,30,27,0,1,15,15,20,17,13,20,5,7,7,5,9,6,14,18,16,18,18,16,8,10,10,9,10,7,6,10,3,8,10,4,0,1,7.1,8,8.1,7.3,8.1,6.3,0.6
156,163,1,30,26,0,1,12,20,20,20,16,12,8,9,9,8,8,8,14,18,16,18,18,16,8,10,10,9,10,6,9,10,7,10,8,7,0,1,7.1,8,8.1,7.3,8.1,6.3,0.6
156,164,1,30,27,0,1,21,23,21,18,3,15,8,8,10,7,9,5,14,18,16,18,18,16,8,10,10,9,10,7,9,10,6,10,6,6,0,0,7.1,8,8.1,7.3,8.1,6.3,0.6
156,165,1,30,30,0,1,17,12,21,19,12,19,7,8,7,7,8,6,14,18,16,18,18,16,8,10,10,9,10,8,5,10,7,8,6,5,0,0,7.1,8,8.1,7.3,8.1,6.3,0.6
156,167,1,30,23,0,1,19,14,19,16,16,16,7,6,6,5,6,4,14,18,16,18,18,16,8,10,10,9,10,6,9,10,6,9,4,6,0,1,7.1,8,8.1,7.3,8.1,6.3,0.6
156,168,1,30,23,0,1,11,18,18,18,18,18,7,8,8,7,7,6,14,18,16,18,18,16,8,10,10,9,10,6,9,10,9,10,5,7,0,0,7.1,8,8.1,7.3,8.1,6.3,0.6
156,169,1,30,28,0,1,18,20,18,16,16,13,8,8,10,8,10,8,14,18,16,18,18,16,8,10,10,9,10,7,9,10,8,9,10,9,0,0,7.1,8,8.1,7.3,8.1,6.3,0.6
156,170,1,30,28,0,1,16,21,19,19,14,12,6,8,8,7,8,8,14,18,16,18,18,16,8,10,10,9,10,4,8,10,3,10,8,3,0,1,7.1,8,8.1,7.3,8.1,6.3,0.6
156,171,1,30,29,0,1,20,11,20,20,20,11,6,8,9,9,10,4,14,18,16,18,18,16,8,10,10,9,10,5,8,10,2,9,2,2,0,1,7.1,8,8.1,7.3,8.1,6.3,0.6
156,172,1,30,27,0,1,18,18,22,20,16,7,6,8,7,7,8,7,14,18,16,18,18,16,8,10,10,9,10,5,9,10,8,10,7,8,0,1,7.1,8,8.1,7.3,8.1,6.3,0.6
156,173,1,30,22,0,1,18,18,20,20,16,6,7,7,7,7,7,6,14,18,16,18,18,16,8,10,10,9,10,6,9,10,9,9,7,8,0,1,7.1,8,8.1,7.3,8.1,6.3,0.6
157,158,1,28,23,0,5,19,19,19,19,10,14,9,8,8,7,6,5,14,16,16,18,18,16,7,8,9,8,9,2,3,3,2,3,1,1,0,1,7.7,7.1,7.4,7.4,7.7,5.8,0.8
157,160,1,28,29,0,5,16,18,18,18,14,16,10,8,8,9,9,8,14,16,16,18,18,16,7,8,9,8,9,7,6,7,10,9,8,7,1,1,7.7,7.1,7.4,7.4,7.7,5.8,0.8
157,161,1,28,22,0,5,17,19,19,19,19,8,8,8,8,9,7,6,14,16,16,18,18,16,7,8,9,8,9,7,7,6,7,6,7,6,0,0,7.7,7.1,7.4,7.4,7.7,5.8,0.8
157,162,1,28,27,1,5,15,15,20,17,13,20,5,5,6,6,7,3,14,16,16,18,18,16,7,8,9,8,9,3,5,7,2,5,2,1,0,0,7.7,7.1,7.4,7.4,7.7,5.8,0.8
157,163,1,28,26,0,5,12,20,20,20,16,12,7,6,6,6,7,4,14,16,16,18,18,16,7,8,9,8,9,5,7,6,5,5,4,3,0,0,7.7,7.1,7.4,7.4,7.7,5.8,0.8
157,165,1,28,30,0,5,17,12,21,19,12,19,9,7,8,6,8,5,14,16,16,18,18,16,7,8,9,8,9,6,7,7,4,5,4,4,0,1,7.7,7.1,7.4,7.4,7.7,5.8,0.8
157,167,1,28,23,0,5,19,14,19,16,16,16,6,7,6,6,5,4,14,16,16,18,18,16,7,8,9,8,9,4,5,5,6,3,4,3,0,1,7.7,7.1,7.4,7.4,7.7,5.8,0.8
157,168,1,28,23,1,5,11,18,18,18,18,18,6,8,8,8,8,8,14,16,16,18,18,16,7,8,9,8,9,2,8,8,7,6,7,2,0,1,7.7,7.1,7.4,7.4,7.7,5.8,0.8
157,169,1,28,28,0,5,18,20,18,16,16,13,10,8,8,9,9,8,14,16,16,18,18,16,7,8,9,8,9,8,7,7,8,7,8,7,0,1,7.7,7.1,7.4,7.4,7.7,5.8,0.8
157,170,1,28,28,1,5,16,21,19,19,14,12,6,6,6,5,7,6,14,16,16,18,18,16,7,8,9,8,9,3,6,7,4,5,3,3,0,1,7.7,7.1,7.4,7.4,7.7,5.8,0.8
157,171,1,28,29,0,5,20,11,20,20,20,11,9,8,9,9,10,5,14,16,16,18,18,16,7,8,9,8,9,5,7,7,6,7,5,6,0,1,7.7,7.1,7.4,7.4,7.7,5.8,0.8
157,172,1,28,27,0,5,18,18,22,20,16,7,8,5,7,8,9,6,14,16,16,18,18,16,7,8,9,8,9,7,7,7,8,7,7,6,0,1,7.7,7.1,7.4,7.4,7.7,5.8,0.8
157,173,1,28,22,0,5,18,18,20,20,16,6,7,8,8,8,8,7,14,16,16,18,18,16,7,8,9,8,9,5,6,5,6,5,6,3,0,1,7.7,7.1,7.4,7.4,7.7,5.8,0.8
158,142,0,23,24,1,3,14,14,21,21,19,10,4,5,6,4,6,4,19,19,19,19,10,14,7,9,7,9,6,10,8,8,7,7,5,9,0,0,4.3,6.4,7.4,3.7,6.5,3.8,0
158,144,0,23,23,1,3,16,16,16,18,18,16,4,6,7,4,7,4,19,19,19,19,10,14,7,9,7,9,6,9,9,9,7,7,8,9,0,0,4.3,6.4,7.4,3.7,6.5,3.8,0
158,145,0,23,24,1,3,11,18,23,18,11,18,7,10,10,7,9,8,19,19,19,19,10,14,7,9,7,9,6,9,8,9,7,7,8,9,0,0,4.3,6.4,7.4,3.7,6.5,3.8,0
158,147,0,23,26,0,3,18,18,20,18,16,10,5,5,8,5,5,5,19,19,19,19,10,14,7,9,7,9,6,9,7,7,9,8,6,8,0,0,4.3,6.4,7.4,3.7,6.5,3.8,0
158,148,0,23,27,0,3,15,17,17,19,19,13,4,8,8,2,6,1,19,19,19,19,10,14,7,9,7,9,6,9,8,8,7,7,7,8,0,0,4.3,6.4,7.4,3.7,6.5,3.8,0
158,151,0,23,28,1,3,15,16,18,18,16,16,4,5,5,1,3,1,19,19,19,19,10,14,7,9,7,9,6,10,8,8,9,7,6,9,0,0,4.3,6.4,7.4,3.7,6.5,3.8,0
158,152,0,23,27,0,3,14,20,20,14,18,14,6,7,7,6,8,6,19,19,19,19,10,14,7,9,7,9,6,9,9,8,7,7,6,8,0,0,4.3,6.4,7.4,3.7,6.5,3.8,0
158,154,0,23,27,1,3,15,17,17,17,17,15,5,8,10,5,8,7,19,19,19,19,10,14,7,9,7,9,6,9,9,7,8,7,6,8,0,0,4.3,6.4,7.4,3.7,6.5,3.8,0
158,155,0,23,27,1,3,15,19,19,17,17,13,2,6,7,2,7,2,19,19,19,19,10,14,7,9,7,9,6,10,9,9,8,7,7,9,0,0,4.3,6.4,7.4,3.7,6.5,3.8,0
158,156,0,23,30,0,3,14,18,16,18,18,16,4,7,10,3,10,3,19,19,19,19,10,14,7,9,7,9,6,9,8,8,8,7,6,8,0,0,4.3,6.4,7.4,3.7,6.5,3.8,0
158,157,0,23,28,0,3,14,16,16,18,18,16,2,3,3,2,3,1,19,19,19,19,10,14,7,9,7,9,6,9,8,8,7,6,5,7,0,0,4.3,6.4,7.4,3.7,6.5,3.8,0
159,144,0,28,23,1,7,16,16,16,18,18,16,4,7,8,5,7,4,16,20,20,20,11,11,5,9,8,9,7,8,8,8,8,7,9,9,0,0,5.2,7.6,8.6,6.4,7.4,5.6,0
159,145,0,28,24,1,7,11,18,23,18,11,18,7,10,10,10,10,8,16,20,20,20,11,11,5,9,8,9,7,8,8,8,7,7,9,8,0,0,5.2,7.6,8.6,6.4,7.4,5.6,0
159,147,0,28,26,0,7,18,18,20,18,16,10,5,6,8,5,5,4,16,20,20,20,11,11,5,9,8,9,7,6,6,6,6,6,3,5,0,0,5.2,7.6,8.6,6.4,7.4,5.6,0
159,149,0,28,28,1,7,9,19,19,19,19,15,4,7,8,4,6,7,16,20,20,20,11,11,5,9,8,9,7,8,9,7,7,7,6,7,0,0,5.2,7.6,8.6,6.4,7.4,5.6,0
159,154,0,28,27,1,7,15,17,17,17,17,15,6,8,9,8,9,5,16,20,20,20,11,11,5,9,8,9,7,7,8,7,7,8,6,7,0,0,5.2,7.6,8.6,6.4,7.4,5.6,0
160,143,0,29,33,0,3,8,21,21,15,17,19,5,5,7,8,7,4,16,18,18,18,14,16,8,8,9,8,9,4,9,7,5,8,3,4,0,0,7.3,7.4,7.6,8.4,8.1,6.2,0.2
160,144,0,29,23,0,3,16,16,16,18,18,16,7,8,8,8,8,7,16,18,18,18,14,16,8,8,9,8,9,6,8,9,9,9,7,7,0,0,7.3,7.4,7.6,8.4,8.1,6.2,0.2
160,145,0,29,24,0,3,11,18,23,18,11,18,8,10,7,10,7,5,16,18,18,18,14,16,8,8,9,8,9,4,8,9,4,10,3,5,0,0,7.3,7.4,7.6,8.4,8.1,6.2,0.2
160,147,0,29,26,0,3,18,18,20,18,16,10,8,6,7,8,9,7,16,18,18,18,14,16,8,8,9,8,9,8,10,9,8,8,7,6,1,1,7.3,7.4,7.6,8.4,8.1,6.2,0.2
160,148,0,29,27,0,3,15,17,17,19,19,13,7,5,7,8,8,6,16,18,18,18,14,16,8,8,9,8,9,7,8,8,8,8,7,7,0,0,7.3,7.4,7.6,8.4,8.1,6.2,0.2
160,150,0,29,31,0,3,12,20,20,20,14,14,9,7,7,7,7,2,16,18,18,18,14,16,8,8,9,8,9,7,10,9,8,8,3,7,0,0,7.3,7.4,7.6,8.4,8.1,6.2,0.2
160,152,0,29,27,0,3,14,20,20,14,18,14,6,8,7,7,7,4,16,18,18,18,14,16,8,8,9,8,9,7,9,10,6,9,3,5,0,0,7.3,7.4,7.6,8.4,8.1,6.2,0.2
160,154,0,29,27,0,3,15,17,17,17,17,15,9,9,9,9,9,9,16,18,18,18,14,16,8,8,9,8,9,8,8,8,7,8,7,7,0,0,7.3,7.4,7.6,8.4,8.1,6.2,0.2
160,156,0,29,30,1,3,14,18,16,18,18,16,7,10,10,9,10,10,16,18,18,18,14,16,8,8,9,8,9,8,10,8,9,9,10,8,1,1,7.3,7.4,7.6,8.4,8.1,6.2,0.2
160,157,0,29,28,0,3,14,16,16,18,18,16,7,6,7,10,9,8,16,18,18,18,14,16,8,8,9,8,9,10,8,8,9,9,8,8,1,0,7.3,7.4,7.6,8.4,8.1,6.2,0.2
161,142,0,22,24,1,6,14,14,21,21,19,10,10,10,9,8,8,7,17,19,19,19,19,8,8,7,9,9,7,8,7,8,7,6,4,7,0,1,7.9,7.4,8.1,7.9,7.3,6.4,0.7
161,143,0,22,33,1,6,8,21,21,15,17,19,5,6,8,9,8,6,17,19,19,19,19,8,8,7,9,9,7,5,10,8,5,10,6,4,0,1,7.9,7.4,8.1,7.9,7.3,6.4,0.7
161,144,0,22,23,1,6,16,16,16,18,18,16,8,8,8,10,7,9,17,19,19,19,19,8,8,7,9,9,7,6,8,10,9,3,1,5,1,1,7.9,7.4,8.1,7.9,7.3,6.4,0.7
161,145,0,22,24,1,6,11,18,23,18,11,18,10,9,9,9,8,7,17,19,19,19,19,8,8,7,9,9,7,6,8,10,7,5,3,4,1,1,7.9,7.4,8.1,7.9,7.3,6.4,0.7
161,147,0,22,26,0,6,18,18,20,18,16,10,7,6,7,6,6,5,17,19,19,19,19,8,8,7,9,9,7,7,8,9,10,6,6,4,0,1,7.9,7.4,8.1,7.9,7.3,6.4,0.7
161,148,0,22,27,0,6,15,17,17,19,19,13,5,8,8,5,5,1,17,19,19,19,19,8,8,7,9,9,7,6,6,8,5,7,5,5,0,0,7.9,7.4,8.1,7.9,7.3,6.4,0.7
161,149,0,22,28,1,6,9,19,19,19,19,15,8,6,8,8,6,8,17,19,19,19,19,8,8,7,9,9,7,7,6,7,5,8,7,7,0,0,7.9,7.4,8.1,7.9,7.3,6.4,0.7
